actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
lithe-as-grimstad,Lithe AS,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Lithe AS i Grimstad bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Skolegaten 7,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.341991900000004,8.5929693,37044103,,,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-17:00|fredag: 10:00-17:00|lørdag: 10:00-17:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-17:00; Fr 10:00-17:00; Sa 10:00-17:00; Su off,clothing store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
skinsation-grimstad,Skinsation,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Skinsation i Grimstad bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Storgaten 9,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3406677,8.5928154,37091234,,http://www.skinsation.no/,,mandag: 09:00-17:00|tirsdag: 08:30-18:00|onsdag: 08:30-18:00|torsdag: 09:00-18:00|fredag: 09:00-17:00|lørdag: Stengt|søndag: Stengt,Mo 09:00-17:00; Tu 08:30-18:00; We 08:30-18:00; Th 09:00-18:00; Fr 09:00-17:00; Sa off; Su off,skin care clinic,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
dressmann-grimstad,Dressmann,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Dressmann i Grimstad bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Odden 1,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.33799510000001,8.5930407,22318178,,http://dressmann.com/no/bedriftssider/finn-butikk/Norway/231/,,mandag: 10:00-20:00|tirsdag: 10:00-20:00|onsdag: 10:00-20:00|torsdag: 10:00-20:00|fredag: 10:00-20:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-18:00; Su off,clothing store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
dekkis-as-tvedestrand,DEKKIS AS,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","DEKKIS AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Lundeveien 56,4903,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.651363599999996,8.9361739,48444876,,,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Stengt|søndag: Stengt,Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
dekkis-as-meca-tvedestrand,Dekkis AS (MECA),reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Dekkis AS (MECA) i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Lundeveien 56,4903,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.651363599999996,8.9361739,48444876,,https://www.facebook.com/p/Dekkis-As-61564941405713/,,mandag: 08:00-17:00|tirsdag: 08:00-17:00|onsdag: 08:00-17:00|torsdag: 08:00-17:00|fredag: 08:00-17:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
amtmannsvingen-motorsenter-as-tvedestrand,Amtmannsvingen motorsenter AS,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Amtmannsvingen motorsenter AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Bergsmyrveien 41A,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.63166929999999,8.913216,37196800,,http://www.amtmannsvingen.com/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
kenneth-hansen-risor,Kenneth Hansen,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Kenneth Hansen i Risør bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Viddefjellveien 24,4950,Agder,agder,Risør,risor,Risør,,58.7161709,9.2350025,97982293,,,,,,point of interest,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
brd-ellefsens-eftf-meca-risor,Brd. Ellefsens Eftf / MECA,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Brd. Ellefsens Eftf / MECA i Risør bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Kranveien 58B,4950,Agder,agder,Risør,risor,Risør,,58.72651289999999,9.2262472,37151088,,http://ellefsens.no/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:00-13:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:00-13:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
tvedestrand-bilverksted-ans-tvedestrand,Tvedestrand Bilverksted ANS,reparasjon_sko_klar,"Reparasjon av sko, klær og tekstiler.","Tvedestrand Bilverksted ANS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjon av sko, klær og tekstiler. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Fjærkleivene 55,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.626588500000004,8.9199704,37162336,,http://tvedestrandbilverksted.no/kontakt-oss/,,,,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
mobeltapetsererverkstedet-as-arendal,Møbeltapetsererverkstedet AS,mobelreparasjon,Reparasjon og oppussing av møbler.,Møbeltapetsererverkstedet AS i Arendal bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Parkveien 4,4838,Agder,agder,Arendal,arendal,Arendal,,58.4666197,8.7605279,46853944,,http://www.moebeltapetserer.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fagmobler-arendal-arendal,Fagmøbler Arendal,mobelreparasjon,Reparasjon og oppussing av møbler.,Fagmøbler Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stoa Senteret,4848,Agder,agder,Arendal,arendal,Arendal,,58.460032,8.715016199999999,37098588,,https://fagmobler.no/min-butikk/aust-agder/fagmobler-arendal,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-16:00; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
mobelringen-arendal-arendal,Møbelringen Arendal,mobelreparasjon,Reparasjon og oppussing av møbler.,Møbelringen Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Åsbieveien 7,4848,Agder,agder,Arendal,arendal,Arendal,,58.459077,8.716701,37058333,,http://www.mobelringen.no/,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-16:00; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grimstad-mobelrestaurering-og-forgylling-grimstad,Grimstad Møbelrestaurering og forgylling,mobelreparasjon,Reparasjon og oppussing av møbler.,Grimstad Møbelrestaurering og forgylling i Grimstad bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Torvet 4,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3423886,8.593873499999999,97574888,,https://www.restaureringogforgylling.no/,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-17:00|fredag: 10:00-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-17:00; Fr 10:00-17:00; Sa 10:00-15:00; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
risor-som-og-mobelverksted-grete-hagen-risor,Risør Søm og Møbelverksted Grete Hagen,mobelreparasjon,Reparasjon og oppussing av møbler.,Risør Søm og Møbelverksted Grete Hagen i Risør bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Kranveien 60A,4950,Agder,agder,Risør,risor,Risør,,58.72665490000001,9.224504399999999,90725481,,,,,,point of interest,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
risor-snekkeri-as-risor,RISØR SNEKKERI AS,mobelreparasjon,Reparasjon og oppussing av møbler.,RISØR SNEKKERI AS i Risør bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hestemyrveien 8,4950,Agder,agder,Risør,risor,Risør,,58.71361679999999,9.168542799999999,48089399,,https://www.risorsnekkeri.no/,,mandag: 06:30-15:30|tirsdag: 06:30-15:30|onsdag: 06:30-15:30|torsdag: 06:30-15:30|fredag: 06:30-12:30|lørdag: Stengt|søndag: Stengt,Mo 06:30-15:30; Tu 06:30-15:30; We 06:30-15:30; Th 06:30-15:30; Fr 06:30-12:30; Sa off; Su off,manufacturer,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
stopp-hos-meg-anita-jul-larsen-mobeltapetserer-risor,Stopp Hos Meg Anita Jul-Larsen Møbeltapetserer,mobelreparasjon,Reparasjon og oppussing av møbler.,Stopp Hos Meg Anita Jul-Larsen Møbeltapetserer i Risør bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Strandgata 1,4950,Agder,agder,Risør,risor,Risør,,58.720510999999995,9.2344721,91616369,,,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Stengt|søndag: Stengt,Sa off; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
byggmester-sommerfelt-as-risor,Byggmester Sommerfelt AS,mobelreparasjon,Reparasjon og oppussing av møbler.,Byggmester Sommerfelt AS i Risør bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Risørveien 45,4950,Agder,agder,Risør,risor,Risør,,58.7288798,9.0452335,91827928,,http://www.byggmestersommerfelt.no/,,mandag: 07:00-21:00|tirsdag: 07:00-21:00|onsdag: 07:00-21:00|torsdag: 07:00-21:00|fredag: 07:00-21:00|lørdag: Stengt|søndag: Stengt,Mo 07:00-21:00; Tu 07:00-21:00; We 07:00-21:00; Th 07:00-21:00; Fr 07:00-21:00; Sa off; Su off,manufacturer,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bo-mobler-lillesand,Bo møbler,mobelreparasjon,Reparasjon og oppussing av møbler.,Bo møbler i Lillesand bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Elvehola,4790,Agder,agder,Lillesand,lillesand,Lillesand,,58.255634799999996,8.387585399999999,90288006,,,,,,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fagmobler-grimstad-grimstad,Fagmøbler Grimstad,mobelreparasjon,Reparasjon og oppussing av møbler.,Fagmøbler Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 40,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.34246359999999,8.556123999999999,37041140,,https://fagmobler.no/min-butikk/aust-agder/fagmobler-grimstad,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-15:00; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bohus-arendal-arendal,Bohus Arendal,mobelreparasjon,Reparasjon og oppussing av møbler.,Bohus Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Strømsbusletta 1,4847,Agder,agder,Arendal,arendal,Arendal,,58.457210399999994,8.751583199999999,37005910,,https://www.bohus.no/butikker/arendal,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-16:00; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
laerdoktor-sogne-sogne,Lærdoktor Søgne,mobelreparasjon,Reparasjon og oppussing av møbler.,Lærdoktor Søgne i Søgne bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Langenesveien 129,4640,Agder,agder,Søgne,sogne,Søgne,,58.0844507,7.847105399999999,90649387,,https://www.facebook.com/lerdoktorsogne/,,mandag: 07:00-15:00|tirsdag: 07:00-15:00|onsdag: 07:00-15:00|torsdag: 07:00-15:00|fredag: 07:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 07:00-15:00; Tu 07:00-15:00; We 07:00-15:00; Th 07:00-15:00; Fr 07:00-15:00; Sa off; Su off,furniture store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
gjeving-trevarefabrikk-as-tvedestrand,GJEVING TREVAREFABRIKK AS,mobelreparasjon,Reparasjon og oppussing av møbler.,GJEVING TREVAREFABRIKK AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjon og oppussing av møbler. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Eikåsdalsveien 14,4905,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.602942,8.9261732,46948790,,https://www.gjeving.no/,,mandag: 07:00-16:00|tirsdag: 07:00-16:00|onsdag: 07:00-16:00|torsdag: 07:00-16:00|fredag: 07:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:00-16:00; Tu 07:00-16:00; We 07:00-16:00; Th 07:00-16:00; Fr 07:00-16:00; Sa off; Su off,general contractor,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sykkelsport-as-arendal,Sykkelsport AS,sykkelverksted,Sykkelverksted for service og reparasjon.,Sykkelsport AS i Arendal bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Blødekjær 26,4838,Agder,agder,Arendal,arendal,Arendal,,58.465734000000005,8.7605453,37023960,,https://www.sykkelsport.no/,,mandag: 09:00-17:00|tirsdag: 09:00-17:00|onsdag: 09:00-17:00|torsdag: 09:00-17:00|fredag: 09:00-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 09:00-17:00; Tu 09:00-17:00; We 09:00-17:00; Th 09:00-17:00; Fr 09:00-17:00; Sa 10:00-15:00; Su off,bicycle store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sykkelsport-grimstad-grimstad,Sykkelsport Grimstad,sykkelverksted,Sykkelverksted for service og reparasjon.,Sykkelsport Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 21,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.339755499999995,8.5550912,37044911,,https://www.finn.no/butikk/sykkelsportgrimstad?previous=53743965,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-17:00|fredag: 10:00-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-17:00; Fr 10:00-17:00; Sa 10:00-15:00; Su off,bicycle store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
blom-sykkelservice-grimstad,Blom Sykkelservice,sykkelverksted,Sykkelverksted for service og reparasjon.,Blom Sykkelservice i Grimstad bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Svaneveien 45,4878,Agder,agder,Grimstad,grimstad,Grimstad,,58.352666000000006,8.5875618,91005802,,,,mandag: 07:00-21:00|tirsdag: 07:00-21:00|onsdag: 07:00-21:00|torsdag: 07:00-21:00|fredag: 07:00-21:00|lørdag: 07:00-21:00|søndag: 07:00-21:00,Mo 07:00-21:00; Tu 07:00-21:00; We 07:00-21:00; Th 07:00-21:00; Fr 07:00-21:00; Sa 07:00-21:00; Su 07:00-21:00,bicycle store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sykkel-bent-grimstad,Sykkel-Bent,sykkelverksted,Sykkelverksted for service og reparasjon.,Sykkel-Bent i Grimstad bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Solbergåsen 31,4885,Agder,agder,Grimstad,grimstad,Grimstad,,58.3530102,8.565571100000001,,,https://www.sykkel-bent.no/,,,,bicycle store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sport-1-grimstad-grimstad,Sport 1 Grimstad,sykkelverksted,Sykkelverksted for service og reparasjon.,Sport 1 Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Odden 1,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3380228,8.593188399999999,37041400,,https://www.sport1.no/butikker/sport-1-grimstad,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-18:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
respons-norway-nedenes,Respons Norway,sykkelverksted,Sykkelverksted for service og reparasjon.,Respons Norway i Nedenes bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Ryllikveien 24,4823,Agder,agder,Nedenes,nedenes,Nedenes,,58.4042706,8.6919574,,,,,,,point of interest,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
tvedestrand-sykkelverksted-as-tvedestrand,Tvedestrand Sykkelverksted AS,sykkelverksted,Sykkelverksted for service og reparasjon.,Tvedestrand Sykkelverksted AS i Tvedestrand bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industriveien 15,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.62872889999999,8.9170961,90590180,,http://tvedestrandsykkelverksted.no/,,mandag: Stengt|tirsdag: Stengt|onsdag: 07:00-16:00|torsdag: Stengt|fredag: Stengt|lørdag: Stengt|søndag: Stengt,Mo off; Tu off; We 07:00-16:00; Th off; Fr off; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sport-1-risor-risor,Sport 1 Risør,sykkelverksted,Sykkelverksted for service og reparasjon.,Sport 1 Risør i Risør bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Torvet 3,4950,Agder,agder,Risør,risor,Risør,,58.7206245,9.234074200000002,94002441,,https://www.sport1.no/butikker/sport-1-risor,,mandag: 09:00-16:30|tirsdag: 09:00-16:30|onsdag: 09:00-16:30|torsdag: 09:00-18:00|fredag: 09:00-16:30|lørdag: 09:00-15:00|søndag: Stengt,Mo 09:00-16:30; Tu 09:00-16:30; We 09:00-16:30; Th 09:00-18:00; Fr 09:00-16:30; Sa 09:00-15:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sport-1-vennesla-vennesla,Sport 1 Vennesla,sykkelverksted,Sykkelverksted for service og reparasjon.,Sport 1 Vennesla i Vennesla bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Torsbyvegen 24,4700,Agder,agder,Vennesla,vennesla,Vennesla,,58.26967659999999,7.970432199999999,38154560,,https://www.sport1.no/butikker/sport-1-vennesla,,mandag: 09:00-18:00|tirsdag: 09:00-18:00|onsdag: 09:00-18:00|torsdag: 09:00-19:00|fredag: 09:00-17:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-19:00; Fr 09:00-17:00; Sa 10:00-16:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
brekke-sport-stoa-arendal,Brekke Sport Stoa,sykkelverksted,Sykkelverksted for service og reparasjon.,Brekke Sport Stoa i Arendal bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stoaveien 41c,4848,Agder,agder,Arendal,arendal,Arendal,,58.4636745,8.7152605,40051567,,https://www.brekkesport.no/,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-19:00|fredag: 10:00-17:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-19:00; Fr 10:00-17:00; Sa 10:00-16:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
stisykkelbyen-arendal-arendal,Stisykkelbyen Arendal,sykkelverksted,Sykkelverksted for service og reparasjon.,Stisykkelbyen Arendal i Arendal bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Dråbelia,4843,Agder,agder,Arendal,arendal,Arendal,,58.478898099999995,8.7941465,,,https://www.stisykkelbyen.no/,,,,cycling park,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
